episode_id,family,fixture,block_id,policy_id,goal,wording,scenario,named_reference,planned,accepted_valid,missing_valid,infra_invalid,blocked,trigger_eligible,event_delivered,event_observed
online_correction_v4-C6-b030-72efbd9de63414ac,C6,containment,30,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b030-efefa5623912e61f,C6,containment,30,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b031-32e01b6eb328b62d,C6,containment,31,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b031-4dfe504b778520ac,C6,containment,31,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,1,1,0
online_correction_v4-C6-b031-8b3cc66edbe4217e,C6,containment,31,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b031-94282bfdbc79d9c0,C6,containment,31,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,1,1,0
online_correction_v4-C6-b031-b702dfc8203b131a,C6,containment,31,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b031-be4d5683a8ba7d5f,C6,containment,31,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b032-051b46f71efcbf78,C6,containment,32,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b032-3fddc5d666cfb77a,C6,containment,32,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b032-74fde41f4ea0ea95,C6,containment,32,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b032-7f1d2a17521e3962,C6,containment,32,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,1,1,0
online_correction_v4-C6-b032-8b50c280cbda6e2e,C6,containment,32,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b032-a126cf3de40ec604,C6,containment,32,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b033-24a0a0ca3ae5acbd,C6,containment,33,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b033-3cc23d1535c57a6a,C6,containment,33,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b033-56df0336c70de94d,C6,containment,33,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b033-7db79baf88980b5c,C6,containment,33,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b033-f4def3e6204c2d9c,C6,containment,33,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b033-f5c3bd62ed78e4f2,C6,containment,33,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b034-05c1f65eacfcf4e0,C6,containment,34,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b034-58e6fedd41b5c5bd,C6,containment,34,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b034-aa0cc6941cbe9097,C6,containment,34,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b034-abfce426a691a36b,C6,containment,34,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b034-d20011ced763275f,C6,containment,34,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b034-f9d0b72dc0ea69db,C6,containment,34,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b035-1fa864f1ce4d4dbf,C6,containment,35,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b035-72fb681fe2a3c9f3,C6,containment,35,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b035-cbeca1ec8e7d7b00,C6,containment,35,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b035-d738958c16d21d44,C6,containment,35,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b035-d7852ee7e93993eb,C6,containment,35,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b035-eb3adbdfc1437a6f,C6,containment,35,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b036-5b7ae0113a9fd219,C6,containment,36,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b036-73593e242681aed1,C6,containment,36,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b036-74c4c536746bcd91,C6,containment,36,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b036-831cefcfa52667a3,C6,containment,36,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b036-9afe2754bf5e98e5,C6,containment,36,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b036-d231eb1566fcaa95,C6,containment,36,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,1,1,0
online_correction_v4-C6-b037-28699c4ea9600e47,C6,containment,37,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b037-6cbd7c7f7783128e,C6,containment,37,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b037-c82a85e0b35dcfc3,C6,containment,37,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b037-d70b193b4246c06c,C6,containment,37,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b037-de440f8f5fe57943,C6,containment,37,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b037-f3be81553f692d11,C6,containment,37,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b038-3a17eeef395d97fa,C6,containment,38,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,1,1,0
online_correction_v4-C6-b038-52d96a6ae34a56ee,C6,containment,38,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b038-84b49f2837a4c9f3,C6,containment,38,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,1,1,0
online_correction_v4-C6-b038-9eaf469abd64ad1a,C6,containment,38,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b038-aba4a8affacef82e,C6,containment,38,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b038-f767b5e2e9fdaf6c,C6,containment,38,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b039-39953f10f1f9e430,C6,containment,39,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b039-509a015ef90bd737,C6,containment,39,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b039-7cdd9f5b9170f7fa,C6,containment,39,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b039-ae557154c713ad6d,C6,containment,39,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b039-b4449dd78a4234c8,C6,containment,39,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b039-bfca049fd289103b,C6,containment,39,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b040-061066e4fc218ea3,C6,containment,40,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b040-06b69ee0b939ed1c,C6,containment,40,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b040-3da1f293d033a5e3,C6,containment,40,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b040-985c48d9029c5d46,C6,containment,40,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b040-a51da5530bf1826b,C6,containment,40,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b040-e5750de5846316e0,C6,containment,40,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b041-3d6ba05e1ed2e2e5,C6,containment,41,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b041-a3188723e67f9c54,C6,containment,41,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b041-a54efcb1f0d5cf62,C6,containment,41,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b041-dc0dc210a9d85153,C6,containment,41,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b041-e497591d59fa13af,C6,containment,41,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b041-fecba0b0d7a808c0,C6,containment,41,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b042-1e06db169a24a329,C6,containment,42,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b042-2858fbdcd64fe3e0,C6,containment,42,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b042-3064f84b0833078f,C6,containment,42,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b042-3fc4b2bbf1c7d405,C6,containment,42,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b042-75ae4fb6f2bcf30a,C6,containment,42,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b042-f915d5564558f018,C6,containment,42,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b043-15eb666b445fb944,C6,containment,43,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b043-464daacb3ad70e93,C6,containment,43,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b043-6a176ddea77b2ed3,C6,containment,43,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b043-a32344bdb47f9231,C6,containment,43,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b043-fb4001ef498717f8,C6,containment,43,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b043-ff3c48279a4f30d1,C6,containment,43,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b044-961a6fdec8d38f72,C6,containment,44,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b044-a1cfe4e65a6a2402,C6,containment,44,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b044-a289901ee6be0a58,C6,containment,44,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b044-d08af359baf1650d,C6,containment,44,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b044-d1899a5edd208603,C6,containment,44,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b044-da7b2087d6149001,C6,containment,44,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b045-0a9f0d4d059437f7,C6,containment,45,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,1,1,0
online_correction_v4-C6-b045-2d8054001c2a610b,C6,containment,45,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b045-53ed10d6f87186fe,C6,containment,45,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b045-74e2bb93dbf5026c,C6,containment,45,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b045-90d8089c04c499d6,C6,containment,45,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b045-f98e68ec7ac22843,C6,containment,45,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b046-036c0d92ad1277b0,C6,containment,46,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b046-3275a43c33970670,C6,containment,46,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b046-38db4f7db6e3b793,C6,containment,46,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b046-6db9334b830277bb,C6,containment,46,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b046-6e061a081bd78de1,C6,containment,46,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b046-88232c324ea2b10a,C6,containment,46,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b047-001706dd4d922e80,C6,containment,47,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b047-0496f44aa0696387,C6,containment,47,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b047-a68685073d753f16,C6,containment,47,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b047-cd57f263ca9dcf67,C6,containment,47,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b047-cf08de65664de42a,C6,containment,47,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b047-f855df9d7c897d34,C6,containment,47,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b048-04bbe385de45bd4d,C6,containment,48,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b048-1bdfe2457f8e271a,C6,containment,48,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,1,1,0
online_correction_v4-C6-b048-40cc0e7731dcbd16,C6,containment,48,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b048-6d6f051db547613d,C6,containment,48,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b048-e2a8dd024c308233,C6,containment,48,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b048-edb66371e19c90cf,C6,containment,48,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b049-2941697c437cbeca,C6,containment,49,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,1,1,0
online_correction_v4-C6-b049-44af1ffa96a73b4c,C6,containment,49,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b049-aeda42d3f188a738,C6,containment,49,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b049-cd889769a4f86ef1,C6,containment,49,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b049-d3b18732d21fae69,C6,containment,49,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,1,1,0
online_correction_v4-C6-b049-e7bef9abd22256ba,C6,containment,49,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b050-266a101181f5777a,C6,containment,50,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b050-2ea32dffcbc64acd,C6,containment,50,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b050-34d85a3533e0ee45,C6,containment,50,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b050-6a186f8d730db25f,C6,containment,50,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b050-889cdb5d6b7b680e,C6,containment,50,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b050-a07c6b4877bc731c,C6,containment,50,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b051-080d3cc178d49733,C6,containment,51,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b051-8b1b6864c70ee4c0,C6,containment,51,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b051-97016237fa210891,C6,containment,51,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,1,1,0
online_correction_v4-C6-b051-bd9cd1aaa5b3b640,C6,containment,51,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b051-f8a448f607fe73f7,C6,containment,51,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b051-fd95c875c3786452,C6,containment,51,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b052-123eb8bfba65399c,C6,containment,52,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b052-18c44cb0eb6c335c,C6,containment,52,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b052-5bce32dc3a5f5d36,C6,containment,52,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b052-9d958da59ae237b8,C6,containment,52,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b052-b100457cf4caaa79,C6,containment,52,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b052-c2ded537ccb5425a,C6,containment,52,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b053-249be05cdd33b5f3,C6,containment,53,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b053-3bb037f403a0b120,C6,containment,53,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b053-3da6b7727eaf7abf,C6,containment,53,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b053-45441b1ed0ac4172,C6,containment,53,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b053-4ce8ea5047c023a3,C6,containment,53,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b053-901ca08f3be0e749,C6,containment,53,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b054-0076ce679c046e1b,C6,containment,54,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b054-1c8f150ea645a805,C6,containment,54,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b054-57c101f062a7128f,C6,containment,54,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b054-5c848523a129f785,C6,containment,54,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b054-bf6d1b552c53f989,C6,containment,54,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b054-bfd1b5fa548eda57,C6,containment,54,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b055-0b35e1203b88f107,C6,containment,55,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b055-5f83bbb40b63f25a,C6,containment,55,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b055-7034ff113323ec9e,C6,containment,55,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b055-9574b49a2f8d8ecf,C6,containment,55,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b055-aaa5dd77227ceb36,C6,containment,55,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b055-c8a7cd623e427cee,C6,containment,55,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b056-46baf2ab7404454c,C6,containment,56,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b056-538fdabaa3097837,C6,containment,56,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b056-62ae4f983a107170,C6,containment,56,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b056-9f32c6536abbe2ec,C6,containment,56,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b056-abe60a87c016c4a2,C6,containment,56,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b056-d883b532ce6b2ceb,C6,containment,56,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b057-13dcdf261efd1c0f,C6,containment,57,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b057-24a7e5eff5b652e2,C6,containment,57,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b057-6f42f23e42a682f6,C6,containment,57,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b057-be9be5dc96547a33,C6,containment,57,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b057-cc5819f8c8d7409e,C6,containment,57,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,1,0,0
online_correction_v4-C6-b057-eaccb1aaf1e21617,C6,containment,57,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b058-0d890b0f1ae5431d,C6,containment,58,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b058-18f498451c1d9f3c,C6,containment,58,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b058-2389091b7027ee1a,C6,containment,58,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b058-4407506ca7bf2641,C6,containment,58,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b058-578451384a20cb9b,C6,containment,58,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b058-6fc3d76c92d8bda0,C6,containment,58,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b059-1830ffb690169b0e,C6,containment,59,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b059-33a2277485e33083,C6,containment,59,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,1,1,0
online_correction_v4-C6-b059-63a3db0d652ca454,C6,containment,59,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b059-a6f3bdf0c8e68326,C6,containment,59,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b059-cb907ec98598967b,C6,containment,59,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b059-e32a1ca20660c46a,C6,containment,59,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b060-11b8311456fc0084,C6,containment,60,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b060-206b5448f8a82662,C6,containment,60,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b060-5a18e0b8be785803,C6,containment,60,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b060-986d0030c91b61d6,C6,containment,60,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b060-cafa9a40f2764f8f,C6,containment,60,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b060-e0100d013c38a7b8,C6,containment,60,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b061-099683b64ac9fb9d,C6,containment,61,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b061-2035c9fe71547ec2,C6,containment,61,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
