comparison,label,left_seed,right_seed,cube_centroid_distance_m,bowl_centroid_distance_m,max_object_centroid_distance_m
within_condition_direction,cosmos_declarative_static32:right,7201,7209,0.0005459150335692846,0.00048828125,0.0005459150335692846
within_condition_direction,cosmos_declarative_static32:right,7202,7203,0.0,0.0,0.0
within_condition_direction,cosmos_declarative_static32:right,7202,7204,0.0,0.0,0.0
within_condition_direction,cosmos_declarative_static32:right,7202,7205,0.0,0.0,0.0
within_condition_direction,cosmos_declarative_static32:right,7202,7206,0.0,0.0,0.0
within_condition_direction,cosmos_declarative_static32:right,7202,7207,0.0,0.0007425247229367944,0.0007425247229367944
within_condition_direction,cosmos_declarative_static32:right,7202,7208,0.0,0.0007425247229367944,0.0007425247229367944
within_condition_direction,cosmos_declarative_static32:right,7202,7209,0.0,0.00048828125,0.00048828125
within_condition_direction,cosmos_declarative_static32:right,7203,7204,0.0,0.0,0.0
within_condition_direction,cosmos_declarative_static32:right,7203,7205,0.0,0.0,0.0
within_condition_direction,cosmos_declarative_static32:right,7203,7206,0.0,0.0,0.0
within_condition_direction,cosmos_declarative_static32:right,7203,7207,0.0,0.0007425247229367944,0.0007425247229367944
within_condition_direction,cosmos_declarative_static32:right,7203,7208,0.0,0.0007425247229367944,0.0007425247229367944
within_condition_direction,cosmos_declarative_static32:right,7203,7209,0.0,0.00048828125,0.00048828125
within_condition_direction,cosmos_declarative_static32:right,7204,7205,0.0,0.0,0.0
within_condition_direction,cosmos_declarative_static32:right,7204,7206,0.0,0.0,0.0
within_condition_direction,cosmos_declarative_static32:right,7204,7207,0.0,0.0007425247229367944,0.0007425247229367944
within_condition_direction,cosmos_declarative_static32:right,7204,7208,0.0,0.0007425247229367944,0.0007425247229367944
within_condition_direction,cosmos_declarative_static32:right,7204,7209,0.0,0.00048828125,0.00048828125
within_condition_direction,cosmos_declarative_static32:right,7205,7206,0.0,0.0,0.0
within_condition_direction,cosmos_declarative_static32:right,7205,7207,0.0,0.0007425247229367944,0.0007425247229367944
within_condition_direction,cosmos_declarative_static32:right,7205,7208,0.0,0.0007425247229367944,0.0007425247229367944
within_condition_direction,cosmos_declarative_static32:right,7205,7209,0.0,0.00048828125,0.00048828125
within_condition_direction,cosmos_declarative_static32:right,7206,7207,0.0,0.0007425247229367944,0.0007425247229367944
within_condition_direction,cosmos_declarative_static32:right,7206,7208,0.0,0.0007425247229367944,0.0007425247229367944
